serial_number,uri,hash,
172,https://www.globalresearch.ca/japan-ends-vaccine-induced-pandemic-legalizing-ivermectin-pharma-controlled-media-pretends-masks-vaccines-savior/5760468,d024ffc3e81994ff947af2bca0cfbc1d,
173,https://humansbefree.com/2021/08/top-10-biggest-lies-about-covid-19.html,227e0116ea0ba5e8160430508079e135,
174,https://www.activistpost.com/2021/11/new-task-group-will-collaborate-with-u-s-dept-of-defense-on-5g-spectrum-sharing.html,784a4446cc5fbd716ef23fa235bdafaf,
175,https://www.globalresearch.ca/israel-terrorist-label-palestinian-rights-groups-aimed-stopping-icc-probe-war-crimes-al-haq-founders-say/5760283,78ecaae8f7f0e1eaf5fd47be1786632a,
176,https://humansbefree.com/2021/03/bombshell-public-health-england-admits-it-cannot-scientifically-prove-that-covid-19-is-contagious.html,831558e1675af533eacf3569e4f70102,
177,https://humansbefree.com/2021/03/wef-ran-financial-cyberattack-simulation-great-reset.html,a2039ff713324276d790344aa716da54,
178,https://21stcenturywire.com/2021/10/31/uncovering-the-cia-whistleblower-philip-agee-interviewed-with-john-marks-1976/,87136e05faf484582ac1f91ecfec48e1,
179,https://api-assets.infowars.com/2021/04/4-1-21-child.jpg,56efbca632c162be7207151ce5b34cfe,
180,https://21stcenturywire.com/2021/10/27/exposing-the-vaccine-passport-technocracy/,9fa9b13d46d4f22657e7a42a60f4b455,
181,https://www.sott.net/article/460166-Lows-nearing-40C-sweep-Russia-Northern-Hemisphere-snow-mass-above-average-X-flare-swing-and-a-miss,2995207f7e9406bd44b2df93276a35f6,
182,https://thewashingtonstandard.com/oh-yes-it-is-about-gun-confiscation-kamala/,1eafb074eb79197ab6f671d287ac58de,
183,https://api-assets.infowars.com/2021/11/GettyImages-522968702.jpg,fe1a91334bbcf55a01775ab1c5366e05,
184,https://www.globalresearch.ca/nearly-two-million-americans-dead-covid-vaccines-infections-collateral-impacts/5760080,545b578f883ff3005f9f6cea50c364a6,
185,https://www.sott.net/article/460118-Needle-free-vaccine-patches-coming-soon-say-researchers-and-makers,268a65019fb8ea6340785a50fc07df9c,
186,https://thewashingtonstandard.com/trump-declares-israel-literally-owned-congress-doesnt-tell-you-they-owned-him-video/,b39603328f09893231f5dc47db1c8ca8,
187,https://www.activistpost.com/2021/04/the-ufo-fed-connection.html,1f6731173dc33822c9959f84b9054ad6,
188,https://gellerreport.com/2021/04/biden-administration-quietly-ramping-up-aid-to-palestinians.html/,1a273b37361a332836f47f810317cb6f,
189,https://www.collective-evolution.com/2016/12/10/army-intelligence-officer-who-served-on-eisenhowers-security-council-talks-about-roswell-extraterrestrials/,51017cfa5d13e3e54104eb6927734044,
190,https://www.sott.net/article/452790-Standing-up-1000-lawyers-and-10000-doctors-have-filed-a-lawsuit-for-violations-of-the-Nuremberg-Code,8ca4008644313f688095fa57a74b27f2,
191,https://beforeitsnews.com/prophecy/2021/03/new-dark-outpost-trump-will-return-to-power-amy-coney-barrett-indicted-2519932.html,33f4bd020f9b8f6b857e5fc308ec0ea7,
192,https://www.breitbart.com/entertainment/2021/04/01/judge-orders-lil-nas-x-satan-shoes-to-not-be-sold/,78e3c82b5f4735f5f43ed5fa4d8a093e,
193,https://www.collective-evolution.com/2021/10/21/to-those-who-feel-unheard-misunderstood-2/,044374a38f27de85eb59dfa7bac4405d,
194,https://www.sott.net/article/460203-New-tick-borne-virus-Yezo-discovered-in-Japan,0ed7f28d03578d35ef7397176f211a75,
195,https://www.globalresearch.ca/congress-made-crucial-change-vaccine-definition-weeks-before-covid-19/5760288,ce94a740dcc0483f6580c014b4a3957f,
196,https://davidicke.com/2021/03/26/establishment-arse-licking-hate-not-hope-and-the-state-of-hate-2021-did-you-get-that-hate-did-we-mention-hate-we-cant-stop-talking-about-hate-we-are-obsessed-with-hate-thats-why-were/,40bbe7b1dc5a9cf77c823fce2c6bfcd5,
197,https://off-guardian.org/2021/10/27/seizing-everything-the-theft-of-the-global-commons-part-1/,4b8db8280eb9967a2778f172eb10a764,
198,https://www.globalresearch.ca/over-3000-doctors-scientists-sign-declaration-accusing-covid-policy-makers-crimes-against-humanity/5757108,575d7cb23e3a8cc2d0b31953c5127252,
199,https://www.dcclothesline.com/2018/04/05/how-americas-founders-actually-viewed-the-second-amendment/,2bebcff237dbc4920b04fdd54e1c687f,
200,https://davidicke.com/2021/03/29/david-icke-predicting-the-covid-hoax-in-detail-in-2009-but-theres-no-conspiracy-zzzzzzzz/,38e990ecbb96e97b1dae0c331f84278f,
201,https://www.dcclothesline.com/2021/03/24/wearing-a-mask-quarantining-social-distancing-and-getting-the-mrna-vaccine-nearly-guarantees-youll-catch-the-next-round-of-morphed-covid-19/,2ce4c19d1d827127e29ed0590ffadba1,
202,https://thewashingtonstandard.com/cdc-documents-no-quantified-virus-isolates-of-the-2019-ncov-are-currently-available/,32ee279234d1a256429c302a38e217cf,
203,https://beforeitsnews.com/christian-news/2021/03/fedex-shipping-body-bags-across-america-whistleblower-reveals-extermination-plan-for-rounding-up-patriots-christians-intellectuals-must-see-so-you-dont-end-up-in-one-of-those-fedex-2-2595808.html,4432fc9fa438597d71a45df17d40089b,
204,https://thewashingtonstandard.com/cockpit-video-of-dr-sugata-das-who-crashed-plane-in-san-diego-released-his-final-moments-are-chilling/,2f58216936c1fc6e59245cefe9c9fb8e,
205,https://off-guardian.org/2020/06/09/scientists-have-utterly-failed-to-prove-that-the-coronavirus-fulfills-kochs-postulates/,73cf55aa644414eb4c9ab48b70644e04,
206,https://21stcenturywire.com/2021/10/27/fda-panel-votes-17-0-to-allow-experimental-pfizer-injections-for-children-5-11-yrs/,ad4152cb26370c6482d64264853304a5,
207,https://www.dcclothesline.com/2021/10/22/horror-in-order-to-make-covid-vaccines-pfizer-cuts-open-live-babies-without-anesthesia-to-harvest-tissues/,34743f6b3c73103894d4f7a6a96a1ca8,
208,https://theduran.com/rome-glasgow-summits-fail-as-china-russia-leaders-stay-away-and-nuclear-arms-race-escalates/?ml_subscriber=1809586520965781116&ml_subscriber_hash=w5o6,9c33c169c581afd5c18366e442243eca,
209,https://21stcenturywire.com/2017/03/26/vote-the-2017-horace-greeley-award-for-best-fake-news-journalist/,fc8f8cef3164323cd6c302ee8a6085dc,
210,https://davidicke.com/2021/03/19/psychopath-schools-preparing-kids-to-become-compliant-to-authority-children-fined-436-required-to-work-it-off-at-10-hour-for-missing-online-classes/,7dacf9e017238d8325dd9d7da158fcc5,
211,https://gellerreport.com/2021/03/democrat-schumer-to-bypass-republicans-again-on-bidens-third-trillion-dollar-spending-bill.html/,e44e092a8d1a01abce704ec99935acde,
212,https://www.infowars.com/posts/breaking-poopypantsbiden-becomes-1-trend-on-social-media-after-he-cancels-vatican-events-sunday-night-live/,adae4aa2fc9f530486e8e53611732627,
213,https://thewashingtonstandard.com/louisiana-family-sues-after-son-is-vaccinated-at-school-without-their-consent/,5a3fe80ef8a8b352567e2736ded3789e,
214,https://www.dcclothesline.com/2021/03/31/sraeli-woman-warns-most-vaccinated-are-forced-human-rights-violated-we-are-captives-today-israel-tomorrow-it-will-be-your-country-video/,2b4aa03d75a0c99bdb426f8410534a46,
215,https://thewashingtonstandard.com/government-mandate-if-you-test-negative-for-covid-youre-quarantined-at-home-test-positive-youre-quarantined-immediately-at-designated-government-facility/,5f92c97380c26034f7b540240700a31a,
216,https://humansbefree.com/2016/10/doctor-warns-80-of-medical-studies-are-advertisements-for-big-pharma.html,6e35771f0a35e3477a6adcddd9799ad8,
217,https://thewashingtonstandard.com/as-biden-admin-labels-parents-domestic-terrorists-schools-attack-children-video/,658d55283ac456ae2d0dddb28088453e,
218,https://davidicke.com/2021/10/31/12000-air-force-personnel-including-elite-pilots-have-rejected-vax-order-as-tuesday-deadline-looms/,9aab64ea44f502234ebef29124b7e8ee,
219,https://www.ukcolumn.org/article/deceptive-construction-why-we-must-question-covid-19-mortality-statistics,208cc62e3284aa01c2b291aa42fba1dc,
220,https://thewashingtonstandard.com/bombshell-moderna-chief-medical-officer-admits-mrna-alters-dna/,a34d06088cfc0bdb0cc5709aff5a74bb,
221,https://www.breitbart.com/politics/2021/11/02/678-murders-in-lori-lightfoots-chicago-with-two-months-left-in-2021/,42cadfa89e3ae33aa0602658f0a83553,
222,https://www.globalresearch.ca/tribute-to-the-last-honorable-us-senator-the-story-of-paul-wellstones-suspected-assassination-2/5643200,d8c3faead1707b18ada4dc55181995b5,
223,https://gellerreport.com/2021/03/facebook-fascism-5.html/,462072b1c2303425b92925e1b9472ef4,
224,https://www.globalresearch.ca/covid-vax-you-can-never-achieve-full-immunity-again-government-stats-unveil-horrifying-truth/5759472,6b29ad83fa259c045d19b2041e319ba8,
225,https://thewashingtonstandard.com/bombshell-moderna-chief-medical-officer-admits-mrna-alters-dna/?fbclid=IwAR3u4XO-0Ch_ywLYAqRtv3Wff67wKjZjLSCsoLRu-VvzJdMShIiYRCTn4_g,53349e1cf74b5aacae006f1fe8a47f62,
226,https://thewashingtonstandard.com/south-carolina-americas-sheriff-of-the-year-covered-up-school-cop-preying/,2d990968f25050ea7777e41db3b71559,
227,https://thewashingtonstandard.com/blue-collar-workers-truckers-professionals-others-looking-to-strike-november-8-11/,0154ed97c641916535e688157a4314ce,
228,https://davidicke.com/2021/03/29/matt-hancock-grilled-by-tory-mps-over-vaccine-effects-data-collection-failures/,6b9e9eaebb84744365706ebf03bc2835,
229,https://humansbefree.com,e14a6982388380879f633ad914b8420d,
230,https://www.activistpost.com/2021/03/why-millennials-diy-approach-to-finances-has-so-much-upside.html,cb9362b974f1aa2bfbb59ab5a32af6bf,
231,https://davidicke.com/2021/03/28/all-bow-to-the-high-priests-of-cancel-culture-who-are-so-powerful-i-was-warned-not-to-write-this-article-condemning-them/,c5910d14cb1d0627f5ec45ca6649312c,
232,https://21stcenturywire.com/chauvin-trial-live/?arena_mid=SNgF0FucmdBxbwloYx14&v=2,8bfefc87cf19d410691bd1802a394b14,
233,https://www.globalresearch.ca/multiple-fda-committee-members-green-lighted-pfizer-vaccines-children-have-financial-ties-pfizer/5760481,4c5cc68b981ef45bf77b84c69b3fa736,
234,https://www.infowars.com/posts/breaking-ai-powered-dod-data-analysis-program-shatters-official-vaccine-narrative-shows-a-d-e-accelerating-in-fully-vaccinated-each-week/,0cadf9f56556d7bf395b32753fffea98,
235,https://beforeitsnews.com/opinion-conservative/2021/04/when-black-mass-shooters-kill-asians-its-not-a-hate-crime-3573071.html,e6c71735178ab3d56ddf6e2d4d6f987a,
236,https://www.breitbart.com/europe/2021/11/02/prophet-of-doom-boris-johnson-to-fly-home-on-private-jet-from-glasgow-climate-summit/,ff02aa635698956c13f8737c2022e7d3,
237,https://gellerreport.com/2021/03/42-million-immigrants.html/,a29d14d208d32be50fb4a9df3937f1d8,
238,https://off-guardian.org/2020/06/27/covid19-pcr-tests-are-scientifically-meaningless/,fe489a5d7e42f96aa7bc2931c8cf31bf,
239,https://davidicke.com/2021/03/20/irish-doctor-exposes-great-reset-agenda-behind-covid-hoax/,d07aa281d2130f5095a62aa0aa9a4395,
240,https://www.sott.net/quirk/845,1c769b0f1e2a9c8cc934b0af6b017d9e,
241,https://www.activistpost.com/2021/04/jurors-get-video-experience-during-derek-chauvin-murder-trial-part-2.html,7d83e91780438412b384b7db9066ce62,
242,https://api-assets.infowars.com/2021/04/010421onlyfans.jpg,2f410df13f0b9b46f9de8f73dcd57439,
243,https://beforeitsnews.com/conspiracy-theories/2020/02/has-an-elite-cannibal-restaurant-been-discovered-in-los-angeles-2516302.html,db0fd273abcd4a8ffedd69eff7c6ade1,
244,https://davidicke.com/2021/10/30/watch-live-london-freedom-march/,a38069be4d85d176caa81bf020e5c204,
245,https://www.sott.net/article/460058-Thousands-avoiding-shots-as-US-Air-Force-is-first-to-face-troops-rejection-of-vaccine-mandate,ba7ad49249dd53398e714fd44f066a1c,
246,https://beforeitsnews.com/eu/2021/11/tucker-carlson-opening-monologue-for-november-1-2021-2678725.html,1aea7c19692ef83f056673642545593f,
247,https://www.dcclothesline.com/2021/11/01/resist-the-unique-patient-identifier/,3d725472b5d06f307e3072d2d44bd4ac,
248,https://www.globalresearch.ca/masar-badil-how-make-alternative-revolutionary-path-reality/5760265,2992175735ff3ad391ba963d7dfa6367,
249,https://www.dcclothesline.com/2021/03/29/south-african-coronavirus-variant-can-make-vaccines-30-less-effective/,efd4aeaf007ec4d4f1eede727098e0cf,
250,https://beforeitsnews.com/prophecy/2021/01/pervywood-part-6-royal-flush-connecting-the-dots-with-lady-di-jfk-jr-justin-trudeau-and-the-vatican-excellent-video-2517142.html%20January%202,202021%,1cb6b085546f19cc86ca08b859f3d0f3
251,https://davidicke.com/2021/03/31/david-icke-talks-to-the-atlantic-underground-podcast-2/,348edd5da3eea0f2bbbe8cb30c01be44,
252,https://theduran.com/facebook-is-now-meta-a-virtual-reality-prison/?ml_subscriber=1807381479328584845&ml_subscriber_hash=c2c2,39c55f1f89ad080f33f13f68c322862f,
253,https://gellerreport.com/2021/10/wisconsin-elections-commission-holds-emergency-meeting-after-sheriffs-investigation-reveals-law-broken-in-2020.html/,a8f1737b44f3f971bf3fc633083e26c5,
254,https://davidicke.com/2021/11/02/if-you-support-vaccine-mandates-you-are-a-fascist-and-an-idiot-at-least-be-honest-with-yourself-david-icke-dot-connector/,7b7333e2e0465722ef8c8668b8118d09,
255,https://humansbefree.com/2021/03/study-chemical-that-decreases-fertility-and-causes-penises-to-shrink-found-in-face-masks.html,4d3fbafc478a7534d2752f99fdd3e2ac,
256,https://off-guardian.org/2021/10/13/best-of-offg-wikipedia-slashes-spanish-flu-death-rate/,71069c7461320d554d016ad6ebd630c0,
257,https://www.breitbart.com/border/2021/11/02/mexican-cartels-fentanyl-operations-benefit-from-migrant-border-crisis/,35e57fc29b51cd8fa109f75218f89148,
258,https://21stcenturywire.com/2021/10/30/divider-and-chief-corruption-of-doj-and-of-biden-administration/,d55b7e932eaab04f2a84e968a608616e,
259,https://beforeitsnews.com/alternative/2021/11/micheal-jaco-is-james-woods-ready-to-retire-his-roll-soon-the-month-of-november-remote-views-intuitive-insights-video-3761039.html,5a3c01fc4f49ac75241747dc3f3c4913,
260,https://www.collective-evolution.com/2020/09/27/extraordinary-children-who-can-do-impossible-things-a-documented-reality/,27e1386d8e6400f013e7b418140912a6,
261,https://www.ukcolumn.org/live,bdc874fdcfda7398e6e2ee8ae416d5f1,
262,https://thewashingtonstandard.com/american-militia-freedom-forces-we-are-at-war-time-for-the-rightful-rulers-ordained-by-god-to-do-our-duty-under-god/,653833a69f2084e2a75323f417e9b47e,
263,https://www.sott.net/article/435333-Catherine-Austin-Fitts-The-injection-fraud-its-not-a-vaccine,c8f6bac74c65cd664f1eee9f0156aa74,
264,https://europe.infowars.com/france-father-defending-daughter-from-youths-beaten-with-shovel-hammer/,179697ab9570f4baaa59e89d385f4afe,
265,https://davidicke.com/2021/10/29/reptiloids-at-the-helm-of-the-un-anyone-really-think-this-is-a-coincidence-reptilian-lectures-humans-on-downsides-of-extinction/,80c5cc720d0c45df7f6ae6f49409f890,
266,https://www.globalresearch.ca/the-masquerade/5760268,6041734f9a4097d6289579a678d8ff7a,
267,https://gellerreport.com/2021/04/man-slashes-jewish-family-dad-mom-and-1-year-old-in-manhattan.html/,3330b6ca20b49acbe4c07a9142dfe169,
268,https://davidicke.com/2020/01/22/tony-abbott-says-every-extreme-weather-event-australia-used-proof-climate-change-eco-fanatics-become-religious-beliefs/,fcf6d8d3aa91a7902cf803134abd8815,
269,https://davidicke.com/2021/11/01/david-icke-decodes-the-man-made-matrix-the-launchpad-podcast/,b81837b6f85511872ef3c396ace11e9f,
270,https://www.breitbart.com/politics/2021/11/01/mason-ohio-becomes-41st-city-to-outlaw-abortion-within-its-limits/,955f84840f0bc887bc5b1d1c83c2a709,
271,https://www.breitbart.com/clips/2021/11/02/abbott-ships-can-get-to-texas-and-unload-faster-than-they-can-get-through-california-backlog/,6e15e6b4fa06591facef87d7ee6ac85f,
272,https://www.globalresearch.ca/harvard-study-finds-covid-19-surged-most-among-vaxxed-communities/5759318,20a62ce2d2964f29edd746c098e30390,
273,https://21stcenturywire.com/2021/10/30/academic-journal-caught-covering-up-key-data-on-vaccine-injuries/?fbclid=IwAR3p1QtKeT9-LFBXH7Jyi3A1EpWvnPg0v90aZMWDuXp5_p_WQ3YYJo7tqBE,c0e7eba882e8590f07d1f27818567521,
274,https://www.infowars.com/posts/shock-photos-mom-suffers-agonizing-rash-all-over-body-following-astrazeneca-vaccine/,c77c0a93a82c1dee3d7a7612718c12b2,
275,https://feedproxy.google.com/~r/ActivistPost/~3/D9ITQT7YYyI/experts-question-whether-its-legal-that-utilities-can-spy-on-customers-with-smart-meters.html,aa31c4254a86630d92f96d083953bf8b,
276,https://davidicke.com/2021/03/31/maskless-pregnant-mother-thrown-out-of-church-and-threatened-with-arrest-after-idiot-priest-calls-police/,9fd450003cef3811d39216245500b71b,
277,https://gellerreport.com/2021/11/world-leaders-laughing-at-biden.html/,72bf3ad778da7243e6dd23713cbebe8d,
278,https://humansbefree.com/2021/03/what-is-the-mysterious-handbag-of-the-gods-depicted-in-sumer-america-and-gobekli-tepe.html,7cdd6b9ca53b41a1c7e36cb87459df71,
279,https://off-guardian.org/2021/11/01/21-covid-skeptic-memes-to-get-you-through-the-day-part-12/,a101b27ae2378247c3a8f32ce8627216,
280,https://thewashingtonstandard.com/novemberstrike-americans-have-had-it-with-the-tyrants-in-1-week-well-see-their-stand-video/,e3a39adf70a5dd2c37f39363f35e6f64,
281,https://thewashingtonstandard.com/fired-for-refusing-flu-vaxx/,2bd86b720629ca6fcf53e4171648fe4a,
282,https://thewashingtonstandard.com/somali-cop-in-minneapolis-gets-less-than-five-years-for-killing-an-unarmed-woman/,65f480315fe4fdc1d2054acfeece6a0f,
283,https://www.activistpost.com/2021/03/new-york-rolls-out-vaccine-passport-program.html,b1634924a7a5e100f6a5c2b25b0bc717,
284,https://humansbefree.com/2016/11/overpopulation-lie-debunked-us-farmland-alone-can-feed-the-whole-world.html,fd00da811955bcaa44ba27e61656e384,
285,https://www.breitbart.com/politics/2021/04/01/fact-check-white-house-adviser-claims-individuals-wont-pay-proposed-corporate-tax-hikes/,b504938055b21ecaa406521426f7e640,
286,https://www.breitbart.com/entertainment/2021/04/01/amy-schumer-pushes-democrats-election-takeover-bill-h-r-1/,005cfeeeb9d538d8891ed66c668d6538,
287,https://thewashingtonstandard.com/brave-doctors-were-warning-us-decades-ago-about-the-vaccine-industrial-complex-video/,35324d3c779c7f6b4d3e1c8359cac4b3,
288,https://www.infowars.com/posts/judge-rules-for-big-pharma-in-major-opioid-damages-lawsuit/,32a61c040415dc3806949600f5c00dc1,
289,https://thewashingtonstandard.com/as-russian-tanks-move-toward-ukraine-earth-braces-for-possibility-of-world-war-iii-eruption/,312611ff607fca131bed299520a9e344,
290,https://thewashingtonstandard.com/not-only-are-former-fda-commissioners-working-for-vaxx-makers-but-fda-committee-members-reviewing-kids-shots-worked-for-pfizer-or-have-pfizer-connections/,889242eae6344cc3ca6d097db538c7b5,
291,https://21stcenturywire.com/2020/05/04/covid-19-what-will-happen-when-u-s-fed-creates-6-trillion-on-the-balance-sheet/,f6d2eaec974db983ed5ccbc785c8494d,
292,https://humansbefree.com/2020/06/who-is-bill-gates-full-documentary-2020.html,e058261cfae1c3ec4d8b6294345e54d3,
293,https://thewashingtonstandard.com/total-media-blackout-nearly-4000-dead-in-europe-more-than-162000-injuries-from-experimental-covid-19-injections/,36af0bbdf5f5ff5712e7256cd21f03cb,
294,https://thewashingtonstandard.com/a-betrayal-of-trust-anthony-fauci-the-swine-flu-hoax/,7cf9fb7325c8592ce8e6d12f1e492345,
295,https://www.breitbart.com/europe/2021/11/01/slovenian-prime-minister-antifa-is-international-terrorist-organisation/,b0a05db6c5bb6a7833e23b08237198a5,
296,https://www.sott.net/article/460173-Lightning-strike-kills-2-injures-3-in-Karnataka-India,93dd31a5840459cce05119d79e24ef16,
297,https://www.activistpost.com/2021/10/watch-meps-protest-oppressive-vaccine-passports-question-why-political-elites-push-this-agenda-this-hard.html,663df8bd9e7e1da9a6260f09428b2178,
298,https://www.dcclothesline.com/2021/04/01/the-covid-bio-terrorism-trail-leads-back-to-ccp-collaborators-anthony-fauci-and-peter-daszak/,91bcf9e67d171b842e0133793c3434e6,
299,https://www.sott.net/article/234783-The-Truth-About-Hair-and-Why-Indians-Would-Keep-Their-Hair-Long,a3900e566372e5b9a18067da1b0ac69d,
300,https://www.ukcolumn.org/,baad7e322f8c7b7885cb392f8fe1907b,
301,https://www.breitbart.com/immigration/2021/03/31/cnn-agency-data-predicts-2-million-border-migrants-in-2021/,a2e3cadcdb7f6fd7f68802851cfd597a,
302,https://www.dcclothesline.com/2021/11/01/novemberstrike-americans-have-had-it-with-the-tyrants-in-1-week-well-see-their-stand-video/,36eb4eb2291b2cd83f94e562043a06eb,
303,https://davidicke.com/2021/03/30/google-and-the-cia-how-independent-are-multinational-giants/,d3bcf9d19cd207f70f525a3ef27a68f4,
304,https://davidicke.com/2021/03/29/they-always-tell-us-bill-gates-tweeting-in-december-2019/,65c2dce8fe2b38d12319da71320eb35b,
305,https://www.sott.net/article/460121-Barrett-Kavanaugh-lead-Supreme-Court-in-denying-relief-to-religious-Maine-healthcare-workers-objecting-to-Covid-vaccine-mandate,c17aa0b8139e16b74c9339b0868064b7,
306,https://www.sott.net/article/309984-How-Zionism-helped-to-create-the-Kingdom-of-Saudi-Arabia,ccc21680a2836d2d4a345681acb4e560,
307,https://thewashingtonstandard.com/want-to-see-the-effects-of-the-covid-shots-in-autopsies-this-scientist-shows-you-video/,f058a8315078ea6b5bd861c43a2e9337,
308,https://www.sott.net/article/460168-Must-watch-Very-Powerful-Members-of-the-European-Parliament-protest-vaccine-passports,1b0af533798bfcbc049257925a0849fa,
309,https://21stcenturywire.com/2021/10/30/academic-journal-caught-covering-up-key-data-on-vaccine-injuries/,18a7c5403bbe59e445db80ae4c69efb9,
310,https://worldtruth.tv/,6d577bd6e74bb496887ad1a34d52724f,
311,https://thewashingtonstandard.com/uk-nurse-us-businessman-call-out-their-government-on-covid-tyranny-video/,b89eeba0da66827c44e9c444617bb4d8,
312,https://www.sott.net/,7deee04576c55f88ec412b742cfd93a7,
313,https://humansbefree.com/2018/10/list-of-32-elites-that-support-and-promote-depopulation.html,ae520e322d70be80bc5fdfd036093379,
314,https://www.rubikon.news/artikel/spates-eingestandnis,6df5028686ce89a77fd20132b545ce9b,
315,https://21stcenturywire.com/2020/09/04/who-forced-to-admit-gates-funded-vaccine-is-causing-polio-outbreak-in-africa/,f37304929a273a88f3df03b19b86fd03,
316,https://gellerreport.com/2021/04/delta-gets-involved-in-politics-opposes-election-integrity-laws-georgia-house-makes-them-pay-%f0%9f%91%8f.html/,b2cd24e9b37c102b352954a4869dfc24,
317,https://www.dcclothesline.com/2021/03/30/the-ruling-class-demands-big-tech-censor-the-internet-more-aggressively/,08231c2dd6c1106827dd1b54155d58bb,
318,https://beforeitsnews.com/opinion-conservative/2021/03/juan-o-savin-with-robert-david-steele-must-video-3572654.html,9a04eee2179e0e0051f19d6dcfc68512,
319,https://thewashingtonstandard.com/serial-liar-nazi-cdc-director-there-is-a-plan-should-these-people-not-want-to-be-vaccinated-to-reeducate-them-video/,53bc844c7fe778b5cd190759f167a177,
320,https://www.breitbart.com/border/2021/03/31/exclusive-video-rep-chip-roy-finds-group-of-lost-migrant-teens-at-texas-border/,89c9d35a12b1ea057001dad7c51d7e72,
321,https://www.dcclothesline.com/2021/10/26/vaers-report-study-indicates-nearly-2-million-americans-may-have-died-following-covid-shot-video/,9540fb2a875c884c20c6c153935a3957,
322,https://www.collective-evolution.com/2021/10/25/a-simple-process-you-can-use-to-stay-calm-present-throughout-the-day/,cc4c3032d133b549eeb24ab3d3f26a90,
323,https://www.infowars.com/posts/mark-of-the-beast-in-canada-unvaccinated-not-allowed-to-travel-on-planes-trains-or-ferries/,342e62afda53fd9c1b820f9bbc262a67,
324,https://nationalfile.com/icu-doctor-describes-nightmarish-covid-19-vaccine-injuries-in-letters-to-fda-cdc-lawyer-says-agencies-havent-replied/,a517a741d0bddef5ad85d0a5b7e4cc98,
325,https://www.sott.net/article/338885-A-comprehensive-review-of-the-many-health-benefits-of-smoking-Tobacco,67396918d10453c48bf4d2fcd5521ee5,
326,https://davidicke.com/2021/10/18/covid-fascism-and-the-roman-churchs-complicity-exposed-by-secretary-general-of-the-governorate-of-vatican-city-archbishop-carlo-maria-vigano/,5d0ee04f68a31b01be2247166aac4b7a,
327,https://www.globalresearch.ca/do-not-remain-silent-results-new-lancet-study/5760090,15f3aef990e8cd6741305d9c7e7564eb,
328,https://humansbefree.com/2020/04/microsoft-funds-id2020-and-filed-patent-for-a-device-connected-to-the-human-body-rfid-microchip-for-buying-and-selling-bitcoin.html,df54c9629fa01c7996db2aba819fce80,
329,https://www.mirror.co.uk/news/politics/summer-holiday-plans-hold-weeks-23818849,03de894e0c2d0d720cfb3cf9ceb55f7a,
330,https://worldtruth.tv/chester-bennington-was-about-to-expose-the-truth-behind-chris-cornells-death/,730f083ab12f95890b54eea744c470d5,
331,https://www.globalresearch.ca/humanity-march-toward-extinction/5750260,39dd8d72e1d99a5f3a935d9db9d72c11,
332,https://www.activistpost.com/2021/11/next-gen-stealth-drone-spotted-over-area-51-airspace.html,90413a01090989c46a425b3425b7e065,
333,https://www.activistpost.com/2021/10/a-school-tied-a-mask-onto-a-disabled-girls-face-and-other-insane-weekly-news.html,377a184c11cb6ad7d4c6f25746f44f7a,
334,https://www.collective-evolution.com/2020/01/22/how-to-truly-change-the-way-people-look-at-you-for-good/,fbcbbbd22309b45a24d8a9b989a2066f,
335,https://www.collective-evolution.com/2019/08/17/johnson-johnson-found-to-have-knowingly-allowed-asbestos-in-their-baby-powder/,1a292b7e2afa0774d001c0c1642e5858,
336,https://worldtruth.tv/the-un-plans-to-implement-universal-biometric-identification-for-all-of-humanity-by-2030/,1031dd396cd1961b24aedc7584c19562,
337,https://www.breitbart.com/border/2021/04/01/80-unaccompanied-migrant-minors-found-in-arizona-desert/,f6fbe417d347f4add545c40c2035aa17,
338,https://www.breitbart.com/border/2021/10/30/cartel-gunmen-kill-texas-resident-in-mexican-border-highway-carjacking-attempt/,46e02ac2aede4870784315aa3c1ae633,
339,https://www.sott.net/article/460093-How-foodborne-diseases-protect-the-guts-nervous-system,7e9e12a0bee2a981eb0c21410c879230,
340,https://www.sott.net/article/459273-Ivermectin-Truth-totalitarianism-Calling-out-the-lie,f666c8bbb694a24acd2e36bc8079b473,
341,https://www.dcclothesline.com/2021/03/31/situation-update-project-looking-glass-reveals-future-timelines-converging-into-mass-awakening-and-the-defeat-of-evil/,4af0e7493b7889b42b9cce7da30bb82c,
342,https://mises.org/library/fed-giant-counterfeiter,afe279826afbf562a4677a080ca832c4,
343,https://thewashingtonstandard.com/8000-mayo-clinic-employees-to-be-fired-for-refusing-covid-19-shots-hundreds-take-to-the-street-in-protest-video/,7d215ae31862678a81b82bb7fa54f5d4,
344,https://www.sott.net/article/460171-US-trained-Afghan-spies-special-forces-are-joining-ISIS-Wall-Street-Journal,77df0860d15e5a0bc7b13d748bcea9e1,
345,https://www.breitbart.com/tech/2021/03/30/watch-u-of-florida-students-blame-trump-for-border-crisis-until-they-hear-bidens-policies/,00b72de73cdb40734b805c0453e8bbd5,
346,https://www.activistpost.com/2021/03/popular-kids-foods-ingredient-may-damage-immune-system-and-be-linked-to-allergies-says-environmental-working-group-ewg.html,03a2d07c47c7384233388bd363e4e39a,
347,https://www.infowars.com/posts/breaking-footage-shows-migrants-children-held-under-bridge-enduring-inhumane-conditions-in-makeshift-processing-center-at-southern-border/,1288aaf2bd43d4b6bb7c8a753ea784b4,
